2020-10-21T13:00:18.618538+00:00,app[web.1]:,AB_TESTING:,B,1603285143249.00,1603285217736.00,mp1,exxodefdf,time to complete task,how many returns,which,TIME,,,RETURNS,,
2020-10-21T21:37:51.428675+00:00,app[web.1]:,AB_TESTING:,B,1603316268523.00,1603316271186.00,mp2,ghbonaxk,,,,,,,,,
2020-10-21T21:37:51.950810+00:00,app[web.1]:,AB_TESTING:,B,1603316268523.00,1603316271710.00,mp1,ghbonaxk,,,,,,,,,
2020-10-21T21:37:52.162801+00:00,app[web.1]:,AB_TESTING:,B,1603316268523.00,1603316271925.00,mp1,ghbonaxk,,,,,,,,,
2020-10-21T21:37:52.299885+00:00,app[web.1]:,AB_TESTING:,B,1603316268523.00,1603316272056.00,mp1,ghbonaxk,,,,,,,,,
2020-10-21T21:37:52.467955+00:00,app[web.1]:,AB_TESTING:,B,1603316268523.00,1603316272222.00,mp1,ghbonaxk,,,,,,,,,
2020-10-21T21:37:52.860105+00:00,app[web.1]:,AB_TESTING:,B,1603316268523.00,1603316272615.00,mp3,ghbonaxk,,,,,,,,,
2020-10-21T21:37:54.395758+00:00,app[web.1]:,AB_TESTING:,C,1603316274154.00,0.00,0,ghbonaxk,5631.00,0,B,,,,,,
2020-10-21T21:38:10.874264+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,0.00,0,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:12.433979+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316292438.00,mp1,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:12.598800+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316292605.00,mp1,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:12.914361+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316292921.00,mp1,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:13.085412+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316293092.00,mp1,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:13.952163+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316293950.00,mp3,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:14.116060+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316294120.00,mp3,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:14.294761+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316294300.00,mp3,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:14.492052+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316294472.00,mp3,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:14.637812+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316294646.00,mp3,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:15.720664+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316295716.00,mp4,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:15.897177+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316295902.00,mp4,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:16.072015+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316296079.00,mp4,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:16.247382+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316296255.00,mp4,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:16.429563+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316296435.00,mp4,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:16.594931+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316296596.00,mp4,pzxdkosfj,,,,,,,,,
2020-10-21T21:38:16.735940+00:00,app[web.1]:,AB_TESTING:,A,1603316290871.00,1603316296737.00,mp4,pzxdkosfj,5866.00,0,A,,,,,,
2020-10-21T21:40:03.273472+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,0.00,0,rjexigxrul,,,,,,,,,
2020-10-21T21:40:17.964158+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,0.00,0,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:18.760217+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316418703.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:18.922836+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316418864.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:19.068741+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419016.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:19.221712+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419170.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:19.365814+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419310.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:19.520964+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419465.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:19.686479+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419629.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:19.848780+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419793.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:20.015930+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316419954.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:20.168258+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316420122.00,mp2,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:20.528442+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316420473.00,mp1,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:20.688012+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316420633.00,mp1,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:20.845040+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316420789.00,mp1,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:20.990731+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316420935.00,mp1,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:21.156737+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316421101.00,mp1,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:21.310300+00:00,app[web.1]:,AB_TESTING:,A,1603316417898.00,1603316421257.00,mp1,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:22.186926+00:00,app[web.1]:,AB_TESTING:,C,1603316422131.00,0.00,0,hmkwqeikg,,,,,,,,,
2020-10-21T21:40:23.822247+00:00,app[web.1]:,AB_TESTING:,A,1603316423767.00,0.00,0,hmkwqeikg,5869.00,1,A,,,,,,
2020-10-21T21:40:44.547243+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,0.00,0,idmcdnib,,,,,,,,,
2020-10-21T21:40:46.351055+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316446278.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:46.507082+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316446432.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:46.678464+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316446601.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:46.828704+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316446754.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:46.977052+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316446900.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:47.126550+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316447055.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:47.255816+00:00,app[web.1]:,AB_TESTING:,B,1603316444424.00,1603316447183.00,mp4,idmcdnib,,,,,,,,,
2020-10-21T21:40:48.869646+00:00,app[web.1]:,AB_TESTING:,C,1603316448797.00,0.00,0,idmcdnib,4373.00,0,B,,,,,,
2020-10-21T21:41:06.039330+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316465885.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:06.102356+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316466055.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:06.335260+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316466284.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:06.787051+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316466737.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:06.965977+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316466918.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:07.146067+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316467099.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:07.273608+00:00,app[web.1]:,AB_TESTING:,B,1603316403169.00,1603316467223.00,mp4,rjexigxrul,,,,,,,,,
2020-10-21T21:41:15.256909+00:00,app[web.1]:,AB_TESTING:,C,1603316475215.00,0.00,0,rjexigxrul,another one that waited,,,,,,,,
2020-10-21T21:41:17.266649+00:00,app[web.1]:,AB_TESTING:,B,1603316477222.00,0.00,0,rjexigxrul,74053.00,1,B,,,,,,
2020-10-21T21:42:35.167865+00:00,app[web.1]:,AB_TESTING:,A,1603316555133.00,0.00,0,blqwmwwst,,,,,,,,,
2020-10-21T21:42:36.406433+00:00,app[web.1]:,AB_TESTING:,A,1603316555133.00,1603316556371.00,mp4,blqwmwwst,,,,,,,,,
2020-10-21T21:42:36.560958+00:00,app[web.1]:,AB_TESTING:,A,1603316555133.00,1603316556525.00,mp4,blqwmwwst,,,,,,,,,
2020-10-21T21:42:36.726018+00:00,app[web.1]:,AB_TESTING:,A,1603316555133.00,1603316556682.00,mp4,blqwmwwst,,,,,,,,,
2020-10-21T21:42:36.867903+00:00,app[web.1]:,AB_TESTING:,A,1603316555133.00,1603316556828.00,mp4,blqwmwwst,,,,,,,,,
2020-10-21T21:42:38.308105+00:00,app[web.1]:,AB_TESTING:,A,1603316555133.00,1603316558262.00,mp1,blqwmwwst,3129.00,0,A,,,,,,
2020-10-21T21:43:08.336355+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,0.00,0,wnhkgijf,,,,,,,,,
2020-10-21T21:43:09.208965+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316589137.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:09.344892+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316589280.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:09.498812+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316589430.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:09.648465+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316589581.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:09.790815+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316589720.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:09.917538+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316589854.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:10.081979+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316590012.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:10.363841+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316590302.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:10.533966+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316590460.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:10.688222+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316590608.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:10.836125+00:00,app[web.1]:,AB_TESTING:,A,1603316588246.00,1603316590758.00,mp2,wnhkgijf,,,,,,,,,
2020-10-21T21:43:11.698959+00:00,app[web.1]:,AB_TESTING:,C,1603316591625.00,0.00,0,wnhkgijf,3379.00,0,A,,,,,,
2020-10-21T21:43:51.481225+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,0.00,0,juqagmlo,,,,,,,,,
2020-10-21T21:43:52.704505+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316632664.00,mp1,juqagmlo,,,,,,,,,
2020-10-21T21:43:52.858362+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316632833.00,mp1,juqagmlo,,,,,,,,,
2020-10-21T21:43:53.621655+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316633592.00,mp2,juqagmlo,,,,,,,,,
2020-10-21T21:43:53.788732+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316633747.00,mp2,juqagmlo,,,,,,,,,
2020-10-21T21:43:53.957562+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316633925.00,mp2,juqagmlo,,,,,,,,,
2020-10-21T21:43:55.487283+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316635430.00,mp4,juqagmlo,,,,,,,,,
2020-10-21T21:43:56.636051+00:00,app[web.1]:,AB_TESTING:,B,1603316631421.00,1603316636593.00,mp3,juqagmlo,,,,,,,,,
2020-10-21T21:43:58.124439+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,0.00,0,ublcqggq,,,,,,,,,
2020-10-21T21:43:58.817391+00:00,app[web.1]:,AB_TESTING:,C,1603316638783.00,0.00,0,juqagmlo,,,,,,,,,
2020-10-21T21:44:00.133216+00:00,app[web.1]:,AB_TESTING:,B,1603316640108.00,0.00,0,juqagmlo,,,,,,,,,
2020-10-21T21:44:00.714027+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316641229.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:00.800768+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316641390.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:00.996556+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316641566.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:01.068021+00:00,app[web.1]:,AB_TESTING:,B,1603316640108.00,1603316641019.00,mp2,juqagmlo,,,,,,,,,
2020-10-21T21:44:01.152355+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316641749.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:01.596415+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316642193.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:01.718819+00:00,app[web.1]:,AB_TESTING:,B,1603316640108.00,1603316641685.00,mp1,juqagmlo,,,,,,,,,
2020-10-21T21:44:01.932020+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316642518.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:02.138513+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316642728.00,mp3,ublcqggq,,,,,,,,,
2020-10-21T21:44:03.119921+00:00,app[web.1]:,AB_TESTING:,C,1603316643089.00,0.00,0,juqagmlo,11668.00,1,B,,,,,,
2020-10-21T21:44:03.267595+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316643862.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:03.460150+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316644051.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:03.617194+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316644206.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:03.761851+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316644359.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:03.925799+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316644527.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:04.094231+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316644695.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:04.313103+00:00,app[web.1]:,AB_TESTING:,A,1603316638713.00,1603316644910.00,mp4,ublcqggq,,,,,,,,,
2020-10-21T21:44:09.209730+00:00,app[web.1]:,AB_TESTING:,C,1603316649797.00,0.00,0,ublcqggq,,,,,,,,,
2020-10-21T21:44:10.789118+00:00,app[web.1]:,AB_TESTING:,A,1603316651357.00,0.00,0,ublcqggq,,,,,,,,,
2020-10-21T21:44:12.489466+00:00,app[web.1]:,AB_TESTING:,C,1603316653076.00,0.00,0,ublcqggq,,,,,,,,,
2020-10-21T21:44:13.845876+00:00,app[web.1]:,AB_TESTING:,A,1603316654443.00,0.00,0,ublcqggq,15730.00,2,A,,,,,,
2020-10-21T21:45:07.099764+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:08.712629+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316708678.00,mp4,wzsnxsee,,,,,,,,,
2020-10-21T21:45:08.868447+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316708827.00,mp4,wzsnxsee,,,,,,,,,
2020-10-21T21:45:09.000329+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316708964.00,mp4,wzsnxsee,,,,,,,,,
2020-10-21T21:45:09.139852+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316709095.00,mp4,wzsnxsee,,,,,,,,,
2020-10-21T21:45:09.275987+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316709238.00,mp4,wzsnxsee,,,,,,,,,
2020-10-21T21:45:10.220711+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316710185.00,mp3,wzsnxsee,,,,,,,,,
2020-10-21T21:45:10.366400+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316710331.00,mp3,wzsnxsee,,,,,,,,,
2020-10-21T21:45:10.500125+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316710452.00,mp3,wzsnxsee,,,,,,,,,
2020-10-21T21:45:10.616357+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316710581.00,mp3,wzsnxsee,,,,,,,,,
2020-10-21T21:45:10.740391+00:00,app[web.1]:,AB_TESTING:,B,1603316707046.00,1603316710703.00,mp3,wzsnxsee,,,,,,,,,
2020-10-21T21:45:11.820301+00:00,app[web.1]:,AB_TESTING:,C,1603316711781.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:13.585957+00:00,app[web.1]:,AB_TESTING:,C,1603316713543.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:15.845317+00:00,app[web.1]:,AB_TESTING:,B,1603316715788.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:16.840361+00:00,app[web.1]:,AB_TESTING:,B,1603316716802.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:18.144768+00:00,app[web.1]:,AB_TESTING:,B,1603316718098.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:19.128765+00:00,app[web.1]:,AB_TESTING:,B,1603316719055.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:22.589961+00:00,app[web.1]:,AB_TESTING:,B,1603316722547.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:23.884700+00:00,app[web.1]:,AB_TESTING:,B,1603316723843.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:25.273024+00:00,app[web.1]:,AB_TESTING:,B,1603316725216.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:26.239994+00:00,app[web.1]:,AB_TESTING:,B,1603316725973.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:26.965245+00:00,app[web.1]:,AB_TESTING:,B,1603316726813.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:28.011701+00:00,app[web.1]:,AB_TESTING:,B,1603316727873.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:31.846482+00:00,app[web.1]:,AB_TESTING:,B,1603316731807.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:50.023232+00:00,app[web.1]:,AB_TESTING:,B,1603316749985.00,0.00,0,wzsnxsee,42939.00,1,B,,,,,,
2020-10-21T21:45:51.971360+00:00,app[web.1]:,AB_TESTING:,A,1603316751935.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:45:53.832548+00:00,app[web.1]:,AB_TESTING:,A,1603316753797.00,0.00,0,wzsnxsee,,,,,,,,,
2020-10-21T21:49:23.794487+00:00,app[web.1]:,AB_TESTING:,B,1603316963698.00,0.00,0,pnecazvcsb,,,,,,,,,
2020-10-21T21:49:25.215603+00:00,app[web.1]:,AB_TESTING:,B,1603316963698.00,1603316965156.00,mp4,pnecazvcsb,,,,,,,,,
2020-10-21T21:49:25.671868+00:00,app[web.1]:,AB_TESTING:,B,1603316963698.00,1603316965607.00,mp4,pnecazvcsb,,,,,,,,,
2020-10-21T21:49:26.012092+00:00,app[web.1]:,AB_TESTING:,B,1603316963698.00,1603316965949.00,mp4,pnecazvcsb,,,,,,,,,
2020-10-21T21:49:26.308098+00:00,app[web.1]:,AB_TESTING:,B,1603316963698.00,1603316966253.00,mp4,pnecazvcsb,,,,,,,,,
2020-10-21T21:49:26.578619+00:00,app[web.1]:,AB_TESTING:,B,1603316963698.00,1603316966522.00,mp4,pnecazvcsb,,,,,,,,,
2020-10-21T21:49:27.969423+00:00,app[web.1]:,AB_TESTING:,C,1603316967897.00,0.00,0,pnecazvcsb,4199.00,0,B,,,,,,
